NAICS2_NAME,SALARY_FROM
Finance and Insurance,61110
Information,105000
Finance and Insurance,47433
Health Care and Social Assistance,92600
Finance and Insurance,274800
Health Care and Social Assistance,37440
Finance and Insurance,141440
Finance and Insurance,130000
Health Care and Social Assistance,70000
Finance and Insurance,80720
Information,86900
Information,88500
Finance and Insurance,121770
Information,63000
Finance and Insurance,105600
Finance and Insurance,163600
Finance and Insurance,71250
Finance and Insurance,57484
Finance and Insurance,55000
Finance and Insurance,105600
Finance and Insurance,125760
Information,72350
Finance and Insurance,274800
Information,119443
Information,197412
Finance and Insurance,58300
Health Care and Social Assistance,50000
Finance and Insurance,174600
Health Care and Social Assistance,100000
Information,80000
Health Care and Social Assistance,184974
Health Care and Social Assistance,53955
Finance and Insurance,164000
Finance and Insurance,49000
Finance and Insurance,115300
Health Care and Social Assistance,33280
Information,87000
Information,88500
Health Care and Social Assistance,208000
Finance and Insurance,140275
Finance and Insurance,107120
Information,90100
Health Care and Social Assistance,70500
Health Care and Social Assistance,57408
Information,94420
Information,206000
Finance and Insurance,82500
Information,94420
Information,94420
Information,206000
Finance and Insurance,68850
Information,117000
Information,135000
Information,154850
Information,117000
Finance and Insurance,104800
Finance and Insurance,87135
Information,70000
Health Care and Social Assistance,131200
Finance and Insurance,87135
Finance and Insurance,140858
Finance and Insurance,61120
Finance and Insurance,208000
Information,183695
Finance and Insurance,31200
Information,104740
Health Care and Social Assistance,55000
Health Care and Social Assistance,77459
Information,95000
Finance and Insurance,61000
Health Care and Social Assistance,56742
Information,111900
Information,104740
Information,104740
Information,104740
Finance and Insurance,176720
Information,104740
Finance and Insurance,171000
Finance and Insurance,70200
Finance and Insurance,45760
Finance and Insurance,66450
Finance and Insurance,45760
Information,105320
Information,41600
Finance and Insurance,104700
Finance and Insurance,111000
Finance and Insurance,45760
Finance and Insurance,171267
Finance and Insurance,66900
Finance and Insurance,52656
Finance and Insurance,60000
Finance and Insurance,58000
Finance and Insurance,153500
Finance and Insurance,89990
Health Care and Social Assistance,155200
Finance and Insurance,89990
Finance and Insurance,121000
Information,106000
Finance and Insurance,190000
Information,104000
Finance and Insurance,58240
Finance and Insurance,70200
Finance and Insurance,170000
Information,146000
Information,135000
Finance and Insurance,106714
Health Care and Social Assistance,22880
Health Care and Social Assistance,49920
Finance and Insurance,80000
Finance and Insurance,24000
Finance and Insurance,111408
Health Care and Social Assistance,104458
Information,207400
Health Care and Social Assistance,104458
Health Care and Social Assistance,104458
Health Care and Social Assistance,66220
Health Care and Social Assistance,104458
Health Care and Social Assistance,104458
Finance and Insurance,160000
Health Care and Social Assistance,104458
Finance and Insurance,88430
Health Care and Social Assistance,104458
Information,88000
Health Care and Social Assistance,120200
Health Care and Social Assistance,124800
Finance and Insurance,119401
Information,136038
Finance and Insurance,60500
Finance and Insurance,149152
Finance and Insurance,55000
Finance and Insurance,86600
Finance and Insurance,150000
Information,73000
Finance and Insurance,99160
Finance and Insurance,83000
Information,120100
Health Care and Social Assistance,142300
Information,116900
Health Care and Social Assistance,89565
Finance and Insurance,138200
Health Care and Social Assistance,67400
Health Care and Social Assistance,89565
Finance and Insurance,57096
Information,116600
Information,116900
Health Care and Social Assistance,67771
Finance and Insurance,90000
Finance and Insurance,64620
Health Care and Social Assistance,187200
Information,146000
Finance and Insurance,170000
Information,78000
Finance and Insurance,73118
Finance and Insurance,74000
Finance and Insurance,105301
Information,82227
Finance and Insurance,88000
Finance and Insurance,52000
Finance and Insurance,142320
Information,112000
Information,136038
Finance and Insurance,103000
Finance and Insurance,60000
Finance and Insurance,174000
Information,86900
Information,45790
Health Care and Social Assistance,78408
Information,105300
Finance and Insurance,140275
Information,65000
Information,143557
Information,86900
Information,77600
Finance and Insurance,103920
Health Care and Social Assistance,67400
Information,70400
Finance and Insurance,151000
Health Care and Social Assistance,83600
Finance and Insurance,153500
Finance and Insurance,57239
Information,124000
Finance and Insurance,153500
Finance and Insurance,109120
Information,78998
Information,147600
Information,95000
Information,109500
Finance and Insurance,87280
Finance and Insurance,156000
Finance and Insurance,81770
Information,106400
Finance and Insurance,55000
Information,119443
Health Care and Social Assistance,139131
Finance and Insurance,70000
Finance and Insurance,122304
Information,94420
Information,206000
Finance and Insurance,102340
Health Care and Social Assistance,80000
Finance and Insurance,105000
Health Care and Social Assistance,55000
Finance and Insurance,62800
Information,125000
Finance and Insurance,84000
Finance and Insurance,84000
Health Care and Social Assistance,62004
Finance and Insurance,142320
Finance and Insurance,78800
Information,135000
Finance and Insurance,40895
Finance and Insurance,31200
Health Care and Social Assistance,79400
Information,242585
Finance and Insurance,31200
Finance and Insurance,31200
Information,183695
Finance and Insurance,31200
Health Care and Social Assistance,98900
Finance and Insurance,31200
Finance and Insurance,31200
Finance and Insurance,31200
Information,183695
Finance and Insurance,31200
Information,183695
Information,208000
Health Care and Social Assistance,98900
Finance and Insurance,78800
Finance and Insurance,78800
Finance and Insurance,163600
Finance and Insurance,96750
Finance and Insurance,142320
Information,63150
Finance and Insurance,151000
Finance and Insurance,113810
Information,128800
Finance and Insurance,121800
Information,65000
Information,130000
Information,105500
Health Care and Social Assistance,141600
Finance and Insurance,109130
Information,71200
Finance and Insurance,20800
Finance and Insurance,88000
Finance and Insurance,76128
Finance and Insurance,68640
Information,116100
Information,96990
Information,172036
Finance and Insurance,68200
Finance and Insurance,68200
Finance and Insurance,69000
Finance and Insurance,68200
Health Care and Social Assistance,86000
Finance and Insurance,110000
Finance and Insurance,176720
Information,117000
Finance and Insurance,65000
Information,89400
Information,96990
Finance and Insurance,70200
Information,117000
Health Care and Social Assistance,85000
Health Care and Social Assistance,93600
Information,117000
Health Care and Social Assistance,107700
Information,96000
Finance and Insurance,58300
Finance and Insurance,84000
Finance and Insurance,78800
Health Care and Social Assistance,83800
Information,120100
Health Care and Social Assistance,32448
Finance and Insurance,111100
Information,104740
Information,83160
Finance and Insurance,109130
Information,64260
Finance and Insurance,95000
Information,70469
Finance and Insurance,95000
Health Care and Social Assistance,62400
Health Care and Social Assistance,118800
Information,61000
Finance and Insurance,115300
Health Care and Social Assistance,51824
Finance and Insurance,135200
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Finance and Insurance,81770
Health Care and Social Assistance,58760
Information,120000
Finance and Insurance,160000
Finance and Insurance,60500
Information,116000
Health Care and Social Assistance,49920
Information,90000
Finance and Insurance,69200
Finance and Insurance,71500
Information,94200
Finance and Insurance,89990
Health Care and Social Assistance,54000
Finance and Insurance,96471
Finance and Insurance,104000
Health Care and Social Assistance,50225
Information,106000
Information,71200
Information,71200
Health Care and Social Assistance,84760
Information,85372
Information,71200
Finance and Insurance,71500
Finance and Insurance,54080
Finance and Insurance,59100
Finance and Insurance,125000
Information,104740
Finance and Insurance,59100
Finance and Insurance,74000
Information,104740
Health Care and Social Assistance,98900
Health Care and Social Assistance,108600
Health Care and Social Assistance,76000
Health Care and Social Assistance,160400
Information,112000
Finance and Insurance,73900
Finance and Insurance,135200
