NAICS2_NAME,SKILL,skill_count
Finance and Insurance,"\"Auditing\"
]",55
Information,"\"Interface Design\"",11
Health Care and Social Assistance,"\"Performance Metric\"",81
Finance and Insurance,"\"Operational Risk Management\"",35
Finance and Insurance,"\"Process Driven Development\"",60
Information,"\"Taking Meeting Minutes\"",62
Information,"\"Event Monitoring\"",3
Information,"\"Continuous Integration\"",12
Finance and Insurance,"\"PostgreSQL\"",43
Information,"\"Sprint Planning\"",11
Finance and Insurance,"\"Engagement Skills\"",15
Finance and Insurance,"\"Self-Motivation\"
]",4
Health Care and Social Assistance,"\"Laboratory Experience\"",8
Health Care and Social Assistance,"\"Database Analysis\"",3
Health Care and Social Assistance,"\"Operational Data Store\"",43
Finance and Insurance,"\"Structured Finance\"",13
Finance and Insurance,"\"Apple IOS\"",7
Finance and Insurance,"\"Marketing Analytics\"",32
Health Care and Social Assistance,"\"Survival Analysis\"",4
Finance and Insurance,"\"Vulnerability\"",54
Health Care and Social Assistance,"\"Health Information Systems (HIS)\"",10
Finance and Insurance,"\"Information Processing\"",7
Health Care and Social Assistance,"\"Aggregation Analysis\"",4
Health Care and Social Assistance,"\"Logical Observation Identifiers Names And Codes (LOINC)\"",6
Health Care and Social Assistance,"\"Geospatial Analysis\"",2
Finance and Insurance,"\"Product Marketing\"",11
Information,"\"Sage Intacct (Financial Software)\"",7
Finance and Insurance,"[
  \"Business IT Alignment\"",4
Health Care and Social Assistance,"\"Automatic Call Distributor\"",1
Finance and Insurance,"[
  \"Allowance For Credit Losses (ACL)\"",1
Finance and Insurance,"\"Cost Allocation\"",10
Finance and Insurance,"\"Oracle Toad\"",3
Finance and Insurance,"\"Microsoft Operating Systems\"
]",2
Information,"\"Planned Maintenance\"",2
Information,"\"SolarWinds\"",3
Information,"\"Lifting Ability\"",12
Finance and Insurance,"\"Elastic (ELK) Stack\"",7
Finance and Insurance,"\"Robotics\"",5
Finance and Insurance,"\"Performance Analytics\"",14
Information,"\"Metabolism\"",1
Information,"\"Project Sponsorship\"
]",1
Information,"\"Ontologies\"",8
Health Care and Social Assistance,"\"Functional Analysis\"",7
Finance and Insurance,"\"Master Systems\"",2
Finance and Insurance,"\"AWS Key Management Service (KMS)\"",2
Health Care and Social Assistance,"\"Application Layers\"",4
Information,"\"Proprietary Software\"",3
Information,"\"Intelligence Gathering\"",1
Information,"\"Clinical Informatics\"",3
Finance and Insurance,"\"Adult Protective Services\"",2
Finance and Insurance,"\"Ruby On Rails\"
]",2
Finance and Insurance,"\"Commercial Banking\"
]",2
Health Care and Social Assistance,"\"Salesforce Object Query Language (SOQL)\"",7
Health Care and Social Assistance,"\"Artificial Intelligence Development\"",2
Finance and Insurance,"\"Paving\"
]",1
Finance and Insurance,"\"Botany\"",2
Finance and Insurance,"\"Imagination\"
]",2
Information,"\"International Communications\"",1
Information,"\"Negotiation Strategies\"",2
Information,"\"Methods Of Production\"",1
Health Care and Social Assistance,"\"Oracle Toad\"",1
Information,"\"Disaster Recovery\"
]",5
Information,"[
  \"Selling Techniques\"",1
Finance and Insurance,"\"Object-Oriented Design\"",7
Finance and Insurance,"\"Static Data\"",2
Health Care and Social Assistance,"\"Metadata Standards\"",1
Finance and Insurance,"\"SAP NetWeaver Portals\"",1
Information,"\"Cyber Incident Response\"
]",2
Information,"\"Inventory Management System\"",2
Health Care and Social Assistance,"\"Multi-Cloud\"",4
Finance and Insurance,"\"OutSystems\"",1
Finance and Insurance,"\"Scale (Map)\"",2
Information,"\"Securities Research\"",1
Information,"\"Treasury Operations\"",1
Health Care and Social Assistance,"\"Communication\"",1203
Finance and Insurance,"\"Adobe Acrobat\"",1
Finance and Insurance,"[
  \"Programming Languages\"",79
Finance and Insurance,"\"Systems Analysis\"",88
Health Care and Social Assistance,"[
  \"Health Economics\"",1
Finance and Insurance,"\"Lean Manufacturing\"",29
Information,"\"Data Exchange\"",10
Health Care and Social Assistance,"\"Certified Information Security Manager\"",4
Finance and Insurance,"\"Employee Performance Management\"",65
Health Care and Social Assistance,"\"SAS Web Report Studio\"",14
Finance and Insurance,"\"Independent Testing\"",25
Information,"\"Generative Artificial Intelligence\"",74
Information,"\"IBM DB2\"",9
Health Care and Social Assistance,"\"Data Maintenance\"
]",3
Information,"\"Human Resources Information System (HRIS)\"",23
Information,"\"MongoDB\"",14
Finance and Insurance,"\"Infrastructure Management\"",9
Information,"\"Data Partitioning\"",22
Health Care and Social Assistance,"\"Labor Law\"",12
Information,"[
  \"Data Mining Methods\"",3
Health Care and Social Assistance,"\"Humility\"",5
Health Care and Social Assistance,"\"Clinical Experience\"",8
Finance and Insurance,"\"Net Asset Value\"",3
Information,"\"Real Time Data\"",3
Health Care and Social Assistance,"\"Computer Programming\"",20
Finance and Insurance,"\"Define Measure Analyze Improve And Control (DMAIC)\"",7
Information,"\"Backup Devices\"",7
Health Care and Social Assistance,"\"Electrical Engineering\"",8
Health Care and Social Assistance,"\"SAP HANA\"",5
Finance and Insurance,"\"Adobe Marketing Cloud\"",3
Information,"\"Red Teaming\"",6
Information,"\"Pharmaceuticals\"",9
Health Care and Social Assistance,"[
  \"Network Troubleshooting\"",7
Finance and Insurance,"\"Fraud Investigation\"",8
Information,"\"Amazon Elastic Compute Cloud\"",9
Information,"\"Mortgage Loans\"",6
Information,"\"Statistical Packages\"",8
Health Care and Social Assistance,"\"SAP NetWeaver Application Servers\"",2
Finance and Insurance,"\"General Mathematics\"
]",2
Health Care and Social Assistance,"\"Wholesaling\"",9
Health Care and Social Assistance,"[
  \"Epic EMR Certification\"",1
Finance and Insurance,"\"Apache Tomcat\"",9
Information,"\"SAP NetWeaver\"",8
Information,"[
  \"Writing\"",1
Finance and Insurance,"\"Data Comparison\"",2
Finance and Insurance,"\"Cloud Operations\"",2
Finance and Insurance,"\"Forecasting\"
]",5
Health Care and Social Assistance,"\"Talent Development\"",3
Health Care and Social Assistance,"\"Futures Exchange\"",2
Information,"\"Virtual Sales\"",2
Health Care and Social Assistance,"\"Computer Hardware\"",2
Health Care and Social Assistance,"\"Salesforce Marketing Cloud\"",1
Information,"\"SAP Configuration\"",1
Information,"\"Issue Tracking\"",3
Health Care and Social Assistance,"\"Revenue Accounting\"",1
Health Care and Social Assistance,"\"Epidemiological Method\"",1
Finance and Insurance,"\"eClinicalWorks (ECW)\"",1
Health Care and Social Assistance,"\"Ventricular Assist Device\"",1
Information,"\"Audience Development\"",1
Finance and Insurance,"\"Customer Identification Program\"",6
Finance and Insurance,"\"Physician Data Query\"",1
Health Care and Social Assistance,"\"Acumatica\"
]",1
Health Care and Social Assistance,"\"Renovation\"",1
Information,"\"Infectious Diseases\"",1
Information,"\"Azure Kubernetes Service\"",2
Finance and Insurance,"\"Google Tag Manager\"",4
Finance and Insurance,"\"Full Life Cycle Implementation\"",1
Health Care and Social Assistance,"\"Mass Spectrometry\"",1
Finance and Insurance,"\"Product Execution\"",1
Finance and Insurance,"\"Creativity\"",141
Finance and Insurance,"\"Google Cloud Platform (GCP)\"",73
Information,"\"Artificial Neural Networks\"",10
Finance and Insurance,"\"Balanced Scorecard\"",54
Health Care and Social Assistance,"\"Business Process\"",370
Health Care and Social Assistance,"\"Standard Operating Procedure\"",72
Finance and Insurance,"\"Systems Integration\"",64
Finance and Insurance,"\"Technology Roadmaps\"",80
Finance and Insurance,"\"Authorization (Computing)\"",225
Information,"\"Dataflow\"",79
Information,"\"Curiosity\"",92
Health Care and Social Assistance,"\"Cisco Certified Network Associate\"",5
Health Care and Social Assistance,"\"Technical Engineering\"",2
Finance and Insurance,"\"Dynamic Business Process Management\"",5
Finance and Insurance,"\"Autism Spectrum Disorders\"
]",7
Information,"\"Solaris (Operating System)\"",2
Health Care and Social Assistance,"\"Management Consulting\"",13
Finance and Insurance,"\"Sign Language Interpretation\"",70
Information,"\"Log Files\"
]",2
Finance and Insurance,"\"Asset Liability Management\"
]",2
Finance and Insurance,"\"Vcenter\"",3
Information,"\"Azure Functions\"
]",7
Finance and Insurance,"\"Desktop Management Interface\"",11
Finance and Insurance,"\"Value Propositions\"",35
Information,"\"Cloud Security\"",29
Information,"\"Tactfulness\"",9
Information,"\"Business Support Systems\"",6
Information,"\"Cloud Infrastructure\"",37
Finance and Insurance,"[
  \"Azure DevOps\"",16
Health Care and Social Assistance,"\"Revenue Management\"",2
Finance and Insurance,"\"Divestitures\"",3
Information,"[
  \"Operations\"
]",1
Finance and Insurance,"\"Data Encryption\"",8
Finance and Insurance,"\"AWS CodePipeline\"",2
Health Care and Social Assistance,"\"Space Planning\"",3
Information,"\"Product Promotion\"",2
Finance and Insurance,"[
  \"Microsoft PowerPoint\"",7
Finance and Insurance,"\"Loan Agreements\"",5
Information,"[
  \"Autodesk Design Review\"",1
Information,"\"Fraud Risk Management\"",2
Finance and Insurance,"\"Cutover Planning And Management\"",1
Finance and Insurance,"[
  \"AWS Big Data\"",4
Health Care and Social Assistance,"\"Remote Monitoring\"
]",1
Finance and Insurance,"\"Licensed Practical Nurse (LPN)\"",2
Finance and Insurance,"\"Procedure Standardization\"",1
Health Care and Social Assistance,"\"Streamlining\"",9
Health Care and Social Assistance,"\"Perioperative Care\"",4
Health Care and Social Assistance,"\"Oracle Database Administration (DBA)\"",2
Information,"\"5G Technology\"",4
Information,"\"Annual Reports\"",3
Finance and Insurance,"\"Decision Models\"",5
Information,"\"Cyber Risk\"",4
Health Care and Social Assistance,"\"Service Level Objectives\"",1
Information,"\"Mathematics\"
]",1
Finance and Insurance,"\"Supervision\"
]",4
Health Care and Social Assistance,"\"American Society For Quality (ASQ) Certified\"",1
Finance and Insurance,"\"Social Listening\"",1
Health Care and Social Assistance,"\"Performance Modeling\"",1
Information,"\"Dimensional Modeling\"",3
Information,"\"Data Warehousing And Business Intelligence (DWBI)\"",2
Health Care and Social Assistance,"\"Laboratory Management System\"",2
Finance and Insurance,"\"Fraud Risk Management\"",2
Finance and Insurance,"\"Communications Security\"",6
Finance and Insurance,"\"Linear Programming\"",2
Information,"\"Information Technology Security Auditing\"",1
Finance and Insurance,"\"Stock Markets\"",1
Information,"\"User Defined Functions\"",1
Finance and Insurance,"\"Requirements Engineering\"",2
Finance and Insurance,"\"React Redux\"",4
Health Care and Social Assistance,"\"Revenue Enhancement\"",2
Information,"\"Finance\"
]",1
Information,"\"Swift (Programming Language)\"",2
Finance and Insurance,"\"Ethnography\"",1
Finance and Insurance,"\"Materialized View\"",1
Finance and Insurance,"\"AWS Certified Solutions Architect Professional\"",1
Information,"\"Multivariate Linear Regression\"",1
Finance and Insurance,"\"Grant Applications\"",1
Information,"\"Employee Relations\"",1
Health Care and Social Assistance,"\"C++ Server Pages\"",1
Health Care and Social Assistance,"\"Unmanned Aerial Vehicle\"",1
Finance and Insurance,"\"Operational Data Store\"",143
Finance and Insurance,"\"Process Modeling\"",37
Finance and Insurance,"\"Operational Efficiency\"",214
Finance and Insurance,"\"Medical Insurance Claims\"",56
Finance and Insurance,"\"ServiceNow\"",118
Finance and Insurance,"\"Data Wrangling\"",75
Finance and Insurance,"\"Software Design Patterns\"",108
Information,"\"Industry Standards\"",137
Finance and Insurance,"\"Statutory Reporting\"",8
Information,"\"Atlassian Confluence\"",22
Information,"\"Strategic Roadmaps\"",66
Health Care and Social Assistance,"\"Analytical Techniques\"
]",5
Health Care and Social Assistance,"\"Safety Assurance\"",56
Finance and Insurance,"[
  \"Archives\"",2
Information,"\"Video Conferencing\"",6
Finance and Insurance,"\"Core Banking\"",16
Information,"[
  \"Data Modeling\"",18
Health Care and Social Assistance,"[
  \"Data Preprocessing\"",2
Health Care and Social Assistance,"\"Server-Side\"",2
Health Care and Social Assistance,"\"Curiosity\"",25
Finance and Insurance,"\"Business Intelligence Data Modeling\"",17
Health Care and Social Assistance,"\"Predictive Analytics\"",41
Health Care and Social Assistance,"\"Functional Requirement\"",49
Information,"\"Research Experiences\"
]",4
Health Care and Social Assistance,"\"System Configuration\"",26
Information,"\"Auditing\"
]",11
Finance and Insurance,"\"Systems Modeling\"",1
Health Care and Social Assistance,"\"Knowledge Discovery\"",7
Health Care and Social Assistance,"\"Continuous Integration\"",9
Finance and Insurance,"[
  \"Information Retrieval\"",10
Finance and Insurance,"\"Intrusion Prevention Systems\"",2
Finance and Insurance,"\"ICD Coding (ICD-9/ICD-10)\"",21
Health Care and Social Assistance,"\"Certified Professional In Healthcare Quality (CPHQ)\"",6
Health Care and Social Assistance,"[
  \"Milestones (Project Management)\"",15
Finance and Insurance,"\"Calmness Under Pressure\"",3
Finance and Insurance,"\"Shiny (R Package)\"",9
Finance and Insurance,"\"Descriptive Analytics\"",7
Finance and Insurance,"\"Attribution Modeling\"",11
Health Care and Social Assistance,"\"Pain Management\"",2
Health Care and Social Assistance,"\"Cancer\"",3
Information,"\"Collaborative Planning Forecasting And Replenishment (CPFR)\"",1
Finance and Insurance,"\"PMI Agile Certified Practitioner\"",4
Finance and Insurance,"\"SnapLogic\"",2
Health Care and Social Assistance,"\"Fundamental Payroll Certification (FPC)\"",4
Health Care and Social Assistance,"\"Data Classification\"",2
Health Care and Social Assistance,"\"Multiplex Ligation-Dependent Probe Amplification\"",1
Finance and Insurance,"\"Tag Management\"",4
Information,"\"Project Estimation\"",5
Health Care and Social Assistance,"\"People Analytics\"",8
Information,"\"Scientific Literature\"",2
Health Care and Social Assistance,"\"IRS Tax Forms\"",1
Information,"\"Webcast\"",2
Information,"\"ASC X12 Standards\"",3
Health Care and Social Assistance,"\"Multivariate Statistics\"",3
Finance and Insurance,"\"Business Presentations\"",1
Finance and Insurance,"\"Foreign Exchange Markets\"",1
Finance and Insurance,"\"Software Suite\"",1
Health Care and Social Assistance,"\"Quality Assurance\"
]",3
Information,"\"Service Delivery Improvement\"",1
Finance and Insurance,"\"Operations Security\"
]",1
Health Care and Social Assistance,"\"Microsoft Dynamics CRM\"",1
Finance and Insurance,"\"Observational Techniques\"",1
Health Care and Social Assistance,"\"Continuous Delivery\"",2
Finance and Insurance,"[
  \"Tealium\"",1
Finance and Insurance,"\"Trauma Informed Approaches\"",1
Health Care and Social Assistance,"[
  \"Cardiology\"",1
Information,"\"Diagnostic Tools\"",1
